x-axis,1,2,3,4,F1
second,Volt,Volt,Volt,Volt,Volt
-172.0000E-09,+518.1030421518E-03,+490.5151077546E-03,+502.0979815163E-03,+3.1081029661000E+00,+16.0319628649E-03
-171.2200E-09,+520.1130923815E-03,+483.4799319506E-03,+495.0628057122E-03,+3.1081029661000E+00,+16.0319628649E-03
-170.4400E-09,+523.6306802835E-03,+483.4799319506E-03,+488.5301424656E-03,+3.1483039706945E+00,+9.9491989513E-03
-169.6600E-09,+517.0980170369E-03,+483.4799319506E-03,+495.0628057122E-03,+3.1156406544615E+00,+16.0319628649E-03
-168.8800E-09,+514.5854542498E-03,+472.9271682445E-03,+500.0879312865E-03,+3.1483039706945E+00,+32.0646783457E-03
-168.1000E-09,+516.5955044795E-03,+482.4749068357E-03,+502.0979815163E-03,+3.1483039706945E+00,+24.6122854714E-03
-167.3200E-09,+505.5402282160E-03,+488.0025449675E-03,+487.0226047933E-03,+3.1282034683973E+00,+3.8664350377E-03
-166.5400E-09,+509.0578161180E-03,+483.9824445080E-03,+495.0628057122E-03,+3.0679019615054E+00,+15.6694140223E-03
-165.7600E-09,+509.0578161180E-03,+491.5201328695E-03,+495.0628057122E-03,+3.1081029661000E+00,+8.0156051245E-03
-164.9800E-09,+510.5653537903E-03,+476.9472687040E-03,+501.5954689588E-03,+3.1407662823331E+00,+29.4059868338E-03
-164.2000E-09,+517.0980170369E-03,+483.4799319506E-03,+495.0628057122E-03,+3.1081029661000E+00,+16.0319628649E-03
-163.4200E-09,+523.1281677261E-03,+483.4799319506E-03,+505.1130568609E-03,+3.1181532172486E+00,+26.3041800699E-03
-162.6400E-09,+531.1683686450E-03,+490.5151077546E-03,+504.1080317460E-03,+3.1483039706945E+00,+18.4892383531E-03
-161.8600E-09,+522.1231426112E-03,+496.5452584438E-03,+498.0778810568E-03,+3.1081029661000E+00,+6.4848433449E-03
-161.0800E-09,+532.6759063173E-03,+491.5201328695E-03,+503.1030066311E-03,+3.1081029661000E+00,+16.0319628649E-03
-160.3000E-09,+521.1181174964E-03,+487.5000324100E-03,+503.1030066311E-03,+3.1483039706945E+00,+20.2214161563E-03
-159.5200E-09,+517.0980170369E-03,+475.4397310317E-03,+495.0628057122E-03,+3.1432788451202E+00,+24.0483206053E-03
