x-axis,1,2,3,4,F1
second,Volt,Volt,Volt,Volt,Volt
-172.0000E-09,+597.5000262260E-03,+683.6683228612E-03,+690.0376779959E-03,+3.1131280916743E+00,+9.9894821560E-03
-171.2200E-09,+608.0527899321E-03,+683.6683228612E-03,+698.5803914722E-03,+3.1483039706945E+00,+18.5295215579E-03
-170.4400E-09,+605.5402271450E-03,+683.6683228612E-03,+696.0678286850E-03,+3.1483039706945E+00,+16.0319628649E-03
-169.6600E-09,+605.5402271450E-03,+683.6683228612E-03,+696.0678286850E-03,+3.1483039706945E+00,+16.0319628649E-03
-168.8800E-09,+605.5402271450E-03,+675.6281219423E-03,+696.0678286850E-03,+3.1608667846303E+00,+24.0483206053E-03
-168.1000E-09,+605.5402271450E-03,+683.1658103038E-03,+703.1030044891E-03,+3.1508165334817E+00,+24.0483206053E-03
-167.3200E-09,+597.5000262260E-03,+683.6683228612E-03,+696.0678286850E-03,+3.1483039706945E+00,+16.0319628649E-03
-166.5400E-09,+597.5000262260E-03,+683.6683228612E-03,+696.0678286850E-03,+3.1081029661000E+00,+16.0319628649E-03
-165.7600E-09,+592.9774132092E-03,+683.6683228612E-03,+696.0678286850E-03,+3.1483039706945E+00,+16.0319628649E-03
-164.9800E-09,+590.9673629794E-03,+677.1356596146E-03,+709.1331551783E-03,+3.1533290962689E+00,+36.0929988183E-03
-164.2000E-09,+597.5000262260E-03,+689.6984735504E-03,+690.0376779959E-03,+3.1583542218432E+00,+4.3901166991E-03
-163.4200E-09,+586.4447499625E-03,+689.6984735504E-03,+700.5904417019E-03,+3.1357411567587E+00,+14.8637499278E-03
-162.6400E-09,+611.0678652767E-03,+683.6683228612E-03,+698.0778789148E-03,+3.1407662823331E+00,+18.4892383531E-03
-161.8600E-09,+602.0226392429E-03,+683.6683228612E-03,+688.0276277661E-03,+3.1483039706945E+00,+8.0156051245E-03
-161.0800E-09,+605.0377145875E-03,+683.6683228612E-03,+695.5653161276E-03,+3.1483039706945E+00,+15.7499804318E-03
-160.3000E-09,+609.0578150470E-03,+683.6683228612E-03,+696.0678286850E-03,+3.1483039706945E+00,+16.0319628649E-03
-159.5200E-09,+605.5402271450E-03,+683.1658103038E-03,+696.0678286850E-03,+3.1432788451202E+00,+16.6764941405E-03
-158.7400E-09,+610.5653527193E-03,+675.6281219423E-03,+696.0678286850E-03,+3.1332285939716E+00,+24.0483206053E-03
-157.9600E-09,+605.5402271450E-03,+677.6381721720E-03,+697.5753663573E-03,+3.1382537195459E+00,+24.0483206053E-03
-157.1800E-09,+605.5402271450E-03,+683.6683228612E-03,+704.1080296040E-03,+3.1684044729918E+00,+24.0483206053E-03
-156.4000E-09,+594.9874634389E-03,+683.6683228612E-03,+690.5401905533E-03,+3.1608667846303E+00,+10.5937302269E-03
-155.6200E-09,+582.4246495031E-03,+691.2060112227E-03,+688.5301403236E-03,+3.1885049752891E+00,+1.8119915967E-03
-154.8400E-09,+585.9422374051E-03,+688.1909358781E-03,+706.6205923911E-03,+3.1483039706945E+00,+22.2758595974E-03
