x-axis,1,2,3,4,F1
second,Volt,Volt,Volt,Volt,Volt
-172.0000E-09,+984.4346954487E-03,+681.6582726315E-03,+696.0678286850E-03,+3.1432788451202E+00,+18.0058398964E-03
-171.2200E-09,+1.0020226349589E+00,+673.1155591551E-03,+696.0678286850E-03,+3.1332285939716E+00,+26.5458792983E-03
-170.4400E-09,+1.0055402228609E+00,+685.6783730909E-03,+689.5351654384E-03,+3.1156406544615E+00,+8.0156051245E-03
-169.6600E-09,+1.0055402228609E+00,+685.6783730909E-03,+696.0678286850E-03,+3.1483039706945E+00,+14.4609178806E-03
-168.8800E-09,+1.0045351977460E+00,+686.1808856484E-03,+690.5401905533E-03,+3.1483039706945E+00,+8.7407028095E-03
-168.1000E-09,+999.5100721717E-03,+675.6281219423E-03,+688.5301403236E-03,+3.1106155288871E+00,+16.5959277310E-03
-167.3200E-09,+1.0075502730906E+00,+667.5879210234E-03,+696.0678286850E-03,+3.1282034683973E+00,+32.0646783457E-03
-166.5400E-09,+1.0150879614521E+00,+683.1658103038E-03,+688.0276277661E-03,+3.1081029661000E+00,+9.0629684473E-03
-165.7600E-09,+1.0075502730906E+00,+667.5879210234E-03,+696.0678286850E-03,+3.1081029661000E+00,+32.0646783457E-03
-164.9800E-09,+998.0025344994E-03,+675.6281219423E-03,+693.0527533405E-03,+3.1483039706945E+00,+21.3896290934E-03
-164.2000E-09,+996.9975093845E-03,+675.6281219423E-03,+685.5150649790E-03,+3.1181532172486E+00,+13.8163866050E-03
-163.4200E-09,+988.9573084656E-03,+678.1406847294E-03,+706.1180798337E-03,+3.1181532172486E+00,+32.0646783457E-03
-162.6400E-09,+983.4296703339E-03,+677.1356596146E-03,+691.5452156682E-03,+3.1483039706945E+00,+18.4892383531E-03
-161.8600E-09,+991.4698712528E-03,+680.6532475166E-03,+696.0678286850E-03,+3.1231783428229E+00,+19.2546192429E-03
-161.0800E-09,+991.4698712528E-03,+675.6281219423E-03,+703.6055170465E-03,+3.1081029661000E+00,+31.7826959126E-03
-160.3000E-09,+1.0035301726311E+00,+688.1909358781E-03,+699.5854165871E-03,+3.1256909056101E+00,+15.6291308176E-03
-159.5200E-09,+999.5100721717E-03,+691.2060112227E-03,+688.0276277661E-03,+3.1106155288871E+00,+643.7786597E-06
-158.7400E-09,+1.0045351977460E+00,+683.6683228612E-03,+688.0276277661E-03,+3.1206657800358E+00,+8.0156051245E-03
-157.9600E-09,+999.5100721717E-03,+682.1607851889E-03,+697.5753663573E-03,+3.1382537195459E+00,+19.2949024477E-03
-157.1800E-09,+992.9774089251E-03,+675.6281219423E-03,+704.1080296040E-03,+3.1382537195459E+00,+32.0646783457E-03
-156.4000E-09,+999.5100721717E-03,+670.6029963680E-03,+696.0678286850E-03,+3.1483039706945E+00,+29.4462700385E-03
-155.6200E-09,+999.5100721717E-03,+675.6281219423E-03,+681.4949645195E-03,+3.1483039706945E+00,+9.8283493371E-03
-154.8400E-09,+1.0035301726311E+00,+675.6281219423E-03,+699.5854165871E-03,+3.1081029661000E+00,+27.5932426212E-03
-154.0600E-09,+999.5100721717E-03,+691.7085237801E-03,+695.5653161276E-03,+3.1483039706945E+00,+7.9753219197E-03
-153.2800E-09,+994.4849465974E-03,+688.6934484355E-03,+684.5100398641E-03,+3.1483039706945E+00,-752.6160E-09
-152.5000E-09,+991.4698712528E-03,+683.6683228612E-03,+696.0678286850E-03,+3.1483039706945E+00,+16.0319628649E-03
-151.7200E-09,+991.4698712528E-03,+683.6683228612E-03,+696.0678286850E-03,+3.1483039706945E+00,+16.0319628649E-03
-150.9400E-09,+994.9874591548E-03,+675.6281219423E-03,+688.0276277661E-03,+3.1483039706945E+00,+16.0319628649E-03
-150.1600E-09,+1.0010176098440E+00,+675.6281219423E-03,+700.5904417019E-03,+3.1784547241405E+00,+28.9225883771E-03
-149.3800E-09,+999.5100721717E-03,+675.6281219423E-03,+693.0527533405E-03,+3.1483039706945E+00,+21.1076466603E-03
-148.6000E-09,+999.5100721717E-03,+683.1658103038E-03,+695.0628035702E-03,+3.1483039706945E+00,+16.0319628649E-03
-147.8200E-09,+999.5100721717E-03,+680.1507349592E-03,+692.0477282256E-03,+3.1256909056101E+00,+16.0319628649E-03
-147.0400E-09,+1.0070477605332E+00,+675.6281219423E-03,+696.0678286850E-03,+3.1457914079074E+00,+24.0483206053E-03
-146.2600E-09,+999.5100721717E-03,+675.6281219423E-03,+696.0678286850E-03,+3.1307160311844E+00,+24.0483206053E-03
-145.4800E-09,+1.0005150972866E+00,+669.0954586957E-03,+702.6004919317E-03,+3.1483039706945E+00,+37.4223445742E-03
-144.7000E-09,+1.0075502730906E+00,+675.6281219423E-03,+690.0376779959E-03,+3.1483039706945E+00,+18.2072559201E-03
-143.9200E-09,+1.0050377103034E+00,+678.1406847294E-03,+696.0678286850E-03,+3.0779522126541E+00,+21.7521779359E-03
-143.1400E-09,+999.5100721717E-03,+683.6683228612E-03,+689.0326528810E-03,+3.1081029661000E+00,+9.2241012662E-03
-142.3600E-09,+1.0040326851886E+00,+675.6281219423E-03,+686.0175775364E-03,+3.1231783428229E+00,+14.5012010853E-03
-141.5800E-09,+999.5100721717E-03,+675.6281219423E-03,+688.0276277661E-03,+3.1081029661000E+00,+16.2736620932E-03
-140.8000E-09,+1.0035301726311E+00,+675.6281219423E-03,+696.0678286850E-03,+3.1081029661000E+00,+24.0483206053E-03
-140.0200E-09,+998.5050470568E-03,+675.6281219423E-03,+696.0678286850E-03,+3.1106155288871E+00,+24.0483206053E-03
-139.2400E-09,+996.4949968271E-03,+675.6281219423E-03,+701.0929542594E-03,+3.1206657800358E+00,+29.2045708102E-03
-138.4600E-09,+999.5100721717E-03,+683.6683228612E-03,+689.5351654384E-03,+3.1483039706945E+00,+9.6269333135E-03
