x-axis,1,2,3,4,F1
second,Volt,Volt,Volt,Volt,Volt
-226.0000E-09,-12.5502184965E-03,+665.9296355210E-03,+665.7537831925E-03,+3.1885049752891E+00,-8.0057972791E-03
-225.5000E-09,-5.5150426924E-03,+671.9597862102E-03,+672.2864464391E-03,+3.1885049752891E+00,-8.0057972791E-03
-225.0000E-09,-5.5150426924E-03,+663.9195852913E-03,+663.7437329628E-03,+3.1885049752891E+00,-8.0057972791E-03
-224.5000E-09,-5.5150426924E-03,+657.8894346021E-03,+657.7135822736E-03,+3.1885049752891E+00,-8.0057972791E-03
-224.0000E-09,-5.5150426924E-03,+664.9246104062E-03,+664.2462455202E-03,+3.1834798497148E+00,-9.0128773973E-03
-223.5000E-09,-4.5100175776E-03,+663.9195852913E-03,+657.7135822736E-03,+3.1533290962689E+00,-14.0482779880E-03
-223.0000E-09,+515.1079968E-06,+657.8894346021E-03,+664.7487580776E-03,+3.1809672869276E+00,-996.5196568E-06
-222.5000E-09,-12.0477059390E-03,+665.9296355210E-03,+664.7487580776E-03,+3.1533290962689E+00,-9.0128773973E-03
-222.0000E-09,-5.5150426924E-03,+672.9648113251E-03,+663.7437329628E-03,+3.1885049752891E+00,-17.0292351377E-03
-221.5000E-09,-4.0075050201E-03,+671.4572736528E-03,+658.2160948310E-03,+3.1809672869276E+00,-22.0646357284E-03
-221.0000E-09,+515.1079968E-06,+664.9246104062E-03,+664.7487580776E-03,+3.1483039706945E+00,-8.0057972791E-03
-220.5000E-09,-13.5552436113E-03,+664.9246104062E-03,+662.7387078479E-03,+3.1483039706945E+00,-10.0199575154E-03
-220.0000E-09,-13.5552436113E-03,+664.9246104062E-03,+650.1758939121E-03,+3.1533290962689E+00,-23.0717158465E-03
-219.5000E-09,-12.0477059390E-03,+665.9296355210E-03,+658.2160948310E-03,+3.1809672869276E+00,-16.0221550195E-03
-219.0000E-09,-6.5200678073E-03,+670.4522485379E-03,+664.7487580776E-03,+3.1533290962689E+00,-14.0482779880E-03
-218.5000E-09,-12.0477059390E-03,+655.3768718150E-03,+664.7487580776E-03,+3.1885049752891E+00,+977.3573747E-06
-218.0000E-09,-5.5150426924E-03,+649.8492336832E-03,+664.7487580776E-03,+3.1885049752891E+00,+7.0198380836E-03
-217.5000E-09,-6.5200678073E-03,+656.8844094872E-03,+663.7437329628E-03,+3.1809672869276E+00,-996.5196568E-06
-217.0000E-09,-12.0477059390E-03,+656.8844094872E-03,+659.2211199459E-03,+3.1483039706945E+00,-6.0319202476E-03
-216.5000E-09,-5.5150426924E-03,+657.8894346021E-03,+671.7839338817E-03,+3.1533290962689E+00,+6.0127579654E-03
-216.0000E-09,-5.5150426924E-03,+664.9246104062E-03,+664.7487580776E-03,+3.1809672869276E+00,-8.0057972791E-03
