x-axis,1,2,3,4,F1
second,Volt,Volt,Volt,Volt,Volt
-84.0000E-09,+859.2337444425E-03,+690.5527859926E-03,+690.5527859926E-03,+660.6785180047E-03,-184.6392E-09
-83.5000E-09,+889.3844978884E-03,+685.0251478609E-03,+690.5527859926E-03,+670.7287691534E-03,+6.0056748252E-03
-83.0000E-09,+929.5855024830E-03,+688.5427357629E-03,+685.0251478609E-03,+643.0905784946E-03,-4.0285050118E-03
-82.5000E-09,+911.9975629728E-03,+685.0251478609E-03,+694.5728864521E-03,+660.6785180047E-03,+10.0339951978E-03
-82.0000E-09,+871.7965583783E-03,+688.5427357629E-03,+693.0653487798E-03,+643.0905784946E-03,+4.0037216704E-03
-81.5000E-09,+919.5352513343E-03,+685.0251478609E-03,+690.5527859926E-03,+660.6785180047E-03,+6.0056748252E-03
-81.0000E-09,+881.8468095269E-03,+688.5427357629E-03,+690.5527859926E-03,+670.7287691534E-03,+2.0017685156E-03
-80.5000E-09,+859.2337444425E-03,+690.5527859926E-03,+696.5829366818E-03,+670.7287691534E-03,+6.0056748252E-03
-80.0000E-09,+859.2337444425E-03,+685.0251478609E-03,+693.0653487798E-03,+643.0905784946E-03,+8.0320420429E-03
-79.5000E-09,+889.3844978884E-03,+688.5427357629E-03,+702.6130873710E-03,+660.6785180047E-03,+14.0379015074E-03
-79.0000E-09,+871.7965583783E-03,+690.5527859926E-03,+695.0753990095E-03,+670.7287691534E-03,+4.0037216704E-03
-78.5000E-09,+889.3844978884E-03,+690.5527859926E-03,+696.5829366818E-03,+700.8795225993E-03,+6.0056748252E-03
-78.0000E-09,+899.4347490370E-03,+690.5527859926E-03,+698.5929869115E-03,+683.2915830892E-03,+8.0320420429E-03
-77.5000E-09,+899.4347490370E-03,+690.5527859926E-03,+698.5929869115E-03,+700.8795225993E-03,+8.0320420429E-03
-77.0000E-09,+899.4347490370E-03,+690.5527859926E-03,+698.5929869115E-03,+683.2915830892E-03,+8.0320420429E-03
-76.5000E-09,+871.7965583783E-03,+685.0251478609E-03,+693.0653487798E-03,+670.7287691534E-03,+8.0320420429E-03
-76.0000E-09,+889.3844978884E-03,+688.5427357629E-03,+696.5829366818E-03,+670.7287691534E-03,+8.0320420429E-03
-75.5000E-09,+899.4347490370E-03,+690.5527859926E-03,+698.5929869115E-03,+670.7287691534E-03,+8.0320420429E-03
-75.0000E-09,+929.5855024830E-03,+690.5527859926E-03,+687.0351980906E-03,+670.7287691534E-03,-4.0285050118E-03
-74.5000E-09,+911.9975629728E-03,+690.5527859926E-03,+688.5427357629E-03,+670.7287691534E-03,-2.0265518569E-03
-74.0000E-09,+899.4347490370E-03,+685.0251478609E-03,+690.5527859926E-03,+670.7287691534E-03,+6.0056748252E-03
-73.5000E-09,+899.4347490370E-03,+676.9849469420E-03,+685.0251478609E-03,+670.7287691534E-03,+8.0320420429E-03
-73.0000E-09,+871.7965583783E-03,+680.5025348440E-03,+688.5427357629E-03,+670.7287691534E-03,+8.0320420429E-03
-72.5000E-09,+859.2337444425E-03,+688.5427357629E-03,+696.5829366818E-03,+670.7287691534E-03,+8.0320420429E-03
-72.0000E-09,+859.2337444425E-03,+696.5829366818E-03,+693.0653487798E-03,+643.0905784946E-03,-4.0285050118E-03
-71.5000E-09,+859.2337444425E-03,+693.0653487798E-03,+690.5527859926E-03,+660.6785180047E-03,-2.0265518569E-03
-71.0000E-09,+859.2337444425E-03,+690.5527859926E-03,+690.5527859926E-03,+643.0905784946E-03,-184.6392E-09
-70.5000E-09,+889.3844978884E-03,+690.5527859926E-03,+696.5829366818E-03,+660.6785180047E-03,+6.0056748252E-03
-70.0000E-09,+899.4347490370E-03,+690.5527859926E-03,+698.5929869115E-03,+670.7287691534E-03,+8.0320420429E-03
-69.5000E-09,+899.4347490370E-03,+685.0251478609E-03,+687.0351980906E-03,+670.7287691534E-03,+2.0017685156E-03
-69.0000E-09,+899.4347490370E-03,+682.5125850737E-03,+694.5728864521E-03,+670.7287691534E-03,+12.0359483526E-03
-68.5000E-09,+899.4347490370E-03,+688.5427357629E-03,+698.5929869115E-03,+643.0905784946E-03,+10.0339951978E-03
-68.0000E-09,+871.7965583783E-03,+696.5829366818E-03,+693.0653487798E-03,+660.6785180047E-03,-4.0285050118E-03
-67.5000E-09,+889.3844978884E-03,+693.0653487798E-03,+690.5527859926E-03,+670.7287691534E-03,-2.0265518569E-03
-67.0000E-09,+899.4347490370E-03,+696.5829366818E-03,+690.5527859926E-03,+670.7287691534E-03,-6.0304581666E-03
-66.5000E-09,+899.4347490370E-03,+698.5929869115E-03,+702.6130873710E-03,+670.7287691534E-03,+4.0037216704E-03
-66.0000E-09,+899.4347490370E-03,+693.0653487798E-03,+701.1055496987E-03,+670.7287691534E-03,+8.0320420429E-03
-65.5000E-09,+899.4347490370E-03,+690.5527859926E-03,+693.0653487798E-03,+670.7287691534E-03,+2.0017685156E-03
-65.0000E-09,+899.4347490370E-03,+696.5829366818E-03,+690.5527859926E-03,+670.7287691534E-03,-6.0304581666E-03
-64.5000E-09,+871.7965583783E-03,+693.0653487798E-03,+696.5829366818E-03,+670.7287691534E-03,+4.0037216704E-03
-64.0000E-09,+859.2337444425E-03,+685.0251478609E-03,+693.0653487798E-03,+643.0905784946E-03,+8.0320420429E-03
-63.5000E-09,+889.3844978884E-03,+688.5427357629E-03,+690.5527859926E-03,+660.6785180047E-03,+2.0017685156E-03
-63.0000E-09,+871.7965583783E-03,+696.5829366818E-03,+690.5527859926E-03,+670.7287691534E-03,-6.0304581666E-03
-62.5000E-09,+889.3844978884E-03,+687.0351980906E-03,+696.5829366818E-03,+670.7287691534E-03,+10.0339951978E-03
-62.0000E-09,+929.5855024830E-03,+694.5728864521E-03,+693.0653487798E-03,+670.7287691534E-03,-2.0265518569E-03
-61.5000E-09,+911.9975629728E-03,+693.0653487798E-03,+690.5527859926E-03,+670.7287691534E-03,-2.0265518569E-03
-61.0000E-09,+899.4347490370E-03,+690.5527859926E-03,+696.5829366818E-03,+670.7287691534E-03,+6.0056748252E-03
-60.5000E-09,+871.7965583783E-03,+678.9949971717E-03,+693.0653487798E-03,+643.0905784946E-03,+14.0379015074E-03
-60.0000E-09,+859.2337444425E-03,+692.5628362224E-03,+690.5527859926E-03,+660.6785180047E-03,-2.0265518569E-03
