x-axis,1,2,3,4,F1
second,Volt,Volt,Volt,Volt,Volt
-14.0000E-09,+934.1834397055E-03,+833.7688297033E-03,+826.5578015707E-03,+3.1910175380763E+00,-15.0553581061E-03
-13.5000E-09,+927.1482639015E-03,+834.7738548182E-03,+833.5929773748E-03,+3.2287059798837E+00,-9.0128773973E-03
-13.0000E-09,+928.6558015738E-03,+840.8040055074E-03,+833.5929773748E-03,+3.2236808543094E+00,-15.0553581061E-03
-12.5000E-09,+942.2236406244E-03,+833.7688297033E-03,+833.5929773748E-03,+3.1885049752891E+00,-8.0057972791E-03
-12.0000E-09,+933.1784145907E-03,+832.7638045885E-03,+834.5980024897E-03,+3.1885049752891E+00,-6.0319202476E-03
-11.5000E-09,+919.1080629826E-03,+827.2361664567E-03,+839.1206155065E-03,+3.1885049752891E+00,+2.9915176110E-03
-11.0000E-09,+918.1030378677E-03,+841.8090306222E-03,+818.5176006518E-03,+3.1910175380763E+00,-31.0880735869E-03
-10.5000E-09,+911.0678620636E-03,+840.8040055074E-03,+827.5628266856E-03,+3.2236808543094E+00,-21.0575556102E-03
-10.0000E-09,+911.0678620636E-03,+835.7788799331E-03,+840.6281531788E-03,+3.1885049752891E+00,-3.0106798931E-03
-9.5000E-09,+910.0628369488E-03,+848.8442064263E-03,+834.5980024897E-03,+3.1885049752891E+00,-22.0646357284E-03
-9.0000E-09,+903.0276611447E-03,+841.8090306222E-03,+841.1306657363E-03,+3.1885049752891E+00,-9.0128773973E-03
-8.5000E-09,+902.0226360299E-03,+841.8090306222E-03,+835.6030276045E-03,+3.1885049752891E+00,-14.0482779880E-03
-8.0000E-09,+894.9874602258E-03,+842.3115431797E-03,+849.1708666552E-03,+3.1885049752891E+00,-2.0035997750E-03
-7.5000E-09,+893.9824351110E-03,+847.8391813114E-03,+841.1306657363E-03,+3.1910175380763E+00,-15.0553581061E-03
-7.0000E-09,+888.4547969792E-03,+833.7688297033E-03,+834.5980024897E-03,+3.2287059798837E+00,-7.0390003657E-03
-6.5000E-09,+902.0226360299E-03,+835.7788799331E-03,+841.6331782937E-03,+3.2186557287350E+00,-2.0035997750E-03
-6.0000E-09,+894.9874602258E-03,+849.8492315412E-03,+841.6331782937E-03,+3.1508165334817E+00,-16.0221550195E-03
-5.5000E-09,+896.4949978981E-03,+849.8492315412E-03,+841.1306657363E-03,+3.1834798497148E+00,-17.0292351377E-03
-5.0000E-09,+911.0678620636E-03,+849.8492315412E-03,+834.5980024897E-03,+3.1508165334817E+00,-23.0717158465E-03
-4.5000E-09,+910.0628369488E-03,+849.8492315412E-03,+841.6331782937E-03,+3.1910175380763E+00,-16.0221550195E-03
-4.0000E-09,+903.5301737022E-03,+848.8442064263E-03,+841.6331782937E-03,+3.2236808543094E+00,-15.0553581061E-03
-3.5000E-09,+911.5703746211E-03,+842.3115431797E-03,+841.6331782937E-03,+3.1885049752891E+00,-9.0128773973E-03
-3.0000E-09,+918.1030378677E-03,+850.8542566560E-03,+842.6382034086E-03,+3.1935301008634E+00,-16.0221550195E-03
-2.5000E-09,+911.0678620636E-03,+857.8894324601E-03,+852.6884545572E-03,+3.2136306031607E+00,-13.0411978698E-03
-2.0000E-09,+914.5854499657E-03,+863.4170705918E-03,+876.8090573139E-03,+3.0478014592081E+00,+5.0056778473E-03
-1.5000E-09,+947.7512787562E-03,+914.6733514499E-03,+906.9598107599E-03,+2.5226758366916E+00,-16.0221550195E-03
-1.0000E-09,+983.4296703339E-03,+987.0351597201E-03,+976.3065436855E-03,+1.7186557448003E+00,-19.0433953740E-03
-500.0E-12,+980.4145949893E-03,+1.0488442042843E+00,+1.0255527743138E+00,+1.2412688152399E+00,-31.0880735869E-03
-0.0E+00,+956.2939922325E-03,+1.0257286266424E+00,+1.0768090551719E+00,+1.0804647968616E+00,+43.0733063131E-03
+500.0E-12,+936.6960024927E-03,+948.3416927978E-03,+1.0843467435334E+00,+914.6356529091E-03,+127.2652041898E-03
+1.0000E-09,+956.7965047900E-03,+843.8190808520E-03,+1.0180150859524E+00,+713.6306299362E-03,+165.3328326556E-03
+1.5000E-09,+1.0000125847291E+00,+807.1356641594E-03,+888.3668461349E-03,+487.4999790918E-03,+72.1577801251E-03
+2.0000E-09,+997.5000219420E-03,+855.3768696729E-03,+820.5276508816E-03,+110.6155610178E-03,-43.0924685952E-03
+2.5000E-09,+919.1080629826E-03,+901.6080249567E-03,+841.6331782937E-03,-85.3643363807E-03,-68.1486219346E-03
+3.0000E-09,+868.3542946819E-03,+932.7638035174E-03,+830.0753894728E-03,-241.1432291847E-03,-111.2516509911E-03
+3.5000E-09,+914.5854499657E-03,+954.3718434870E-03,+734.5980035607E-03,-371.7964941170E-03,-227.4686966248E-03
+4.0000E-09,+942.2236406244E-03,+947.3366676830E-03,+655.2010194864E-03,-567.7763915155E-03,-299.6159162885E-03
+4.5000E-09,+933.1784145907E-03,+887.0351607911E-03,+645.6532808952E-03,-718.5301587451E-03,-248.5368126963E-03
+5.0000E-09,+920.6156006549E-03,+797.5879255682E-03,+681.8341850303E-03,-791.3944795728E-03,-123.2560459994E-03
+5.5000E-09,+938.7060527224E-03,+704.1205898859E-03,+687.3618231621E-03,-786.3693539985E-03,-25.0455928781E-03
+6.0000E-09,+967.3492684960E-03,+640.8040076494E-03,+672.2864464391E-03,-741.1432238296E-03,+23.0525535644E-03
+6.5000E-09,+964.3341931514E-03,+642.3115453217E-03,+670.7789087668E-03,-665.7663402148E-03,+20.0313132100E-03
+7.0000E-09,+942.2236406244E-03,+654.8743592575E-03,+723.0402147397E-03,-620.5402100459E-03,+60.1131019121E-03
+7.5000E-09,+935.1884648204E-03,+635.7788820751E-03,+804.4472490437E-03,-530.0879497081E-03,+160.2974320649E-03
+8.0000E-09,+938.7060527224E-03,+596.5829025954E-03,+884.8492582329E-03,-384.3593080528E-03,+279.5760012577E-03
+8.5000E-09,+967.8517810535E-03,+572.9648123961E-03,+902.4371977430E-03,-334.1080523096E-03,+319.6577899598E-03
+9.0000E-09,+975.3894694149E-03,+614.1708421055E-03,+870.2763940673E-03,-218.5301641002E-03,+246.5034901779E-03
+9.5000E-09,+972.3743940704E-03,+663.4170727339E-03,+840.1256406214E-03,-143.1532804854E-03,+167.3469928919E-03
+10.0000E-09,+951.7713792156E-03,+720.7035042811E-03,+825.5527764559E-03,-107.9774014652E-03,+96.2068533463E-03
